id,agent,level,old_risk_score,new_risk_score,old_correlation_score,new_correlation_score,old_priority,new_priority,old_status,new_status,changed_fields,matched_chain_count,cap,rule
15,wazuh.manager,3,35,25,35,25,MEDIUM,LOW,NEW,NEW,"risk_score,correlation_score,recommended_priority",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure mounting of udf filesystems is disabled.
16,wazuh.manager,3,80,25,80,25,HIGH,LOW,NEW,NEW,"risk_score,correlation_score,recommended_priority",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure /tmp is a separate partition.
17,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure nodev option set on /tmp partition.
18,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure noexec option set on /tmp partition.
19,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure nosuid option set on /tmp partition.
20,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure separate partition exists for /var.
21,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure nodev option set on /var partition.
23,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure separate partition exists for /var/tmp.
24,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,PAM: Login session opened.
25,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,PAM: Login session closed.
26,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,Successful sudo to ROOT executed.
27,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,35,Systemd: Service exited due to a failure.
28,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,PAM: Login session closed.
29,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,PAM: Login session opened.
30,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,Successful sudo to ROOT executed.
31,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,PAM: Login session closed.
32,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,Successful sudo to ROOT executed.
33,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,PAM: Login session opened.
51,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,35,Systemd: Service exited due to a failure.
52,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,PAM: Login session closed.
53,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,Successful sudo to ROOT executed.
54,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,PAM: Login session opened.
55,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,ESCALATED,"risk_score,correlation_score,recommended_priority",0,25,PAM: Login session closed.
